Series,Date,Player,Team,Goals,Assists,Turnovers,"Quadball Stops","Beater Stops","Beater Shifts","Average Dodgeballs",Plus/Minus,"Runner Catches","Games Played"
"CLE vs TOR",2023-06-03,"Rae Barnes",CLE,0,0,0,0,3,24,1.5000,-4,0,3
"CLE vs TOR",2023-06-03,"Jack Moseley",CLE,3,1,11,2,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Rob Beaton",CLE,0,0,2,0,0,5,1.0000,-2,0,3
"CLE vs TOR",2023-06-03,"Kaz Christian",CLE,1,0,1,0,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Will Templin",CLE,0,0,0,0,4,27,1.3333,-10,0,3
"CLE vs TOR",2023-06-03,"Austin Howe",CLE,0,0,0,0,3,27,1.7037,-3,0,3
"CLE vs TOR",2023-06-03,"Korey Johnson",CLE,2,2,12,3,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Taylor Freeman",CLE,0,1,4,2,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Fiona Gaffney",CLE,3,0,7,1,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Sam Beeler",CLE,0,0,0,1,4,33,1.4848,-5,0,3
"CLE vs TOR",2023-06-03,"Carrie Cowden",CLE,1,1,4,0,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Peter Brechting",CLE,4,3,11,4,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Joseph Lombardi",CLE,2,7,5,7,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Gabriel Boris",CLE,2,0,8,2,0,2,1.5000,0,0,3
"CLE vs TOR",2023-06-03,"Kyle Dawson",CLE,0,0,0,0,0,22,1.5000,-3,0,3
"CLE vs TOR",2023-06-03,"Lacey Hutchman",CLE,0,0,0,0,0,14,1.4286,-5,0,3
"CLE vs TOR",2023-06-03,"Dominik Twarowski",CLE,3,1,3,2,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Frank Abbey",CLE,0,0,0,0,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Aaron Oehler",CLE,0,0,2,0,3,12,1.6667,0,0,3
"CLE vs TOR",2023-06-03,"Erik Lamb",CLE,1,2,3,2,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Gabbie Benda",CLE,0,0,0,0,0,24,1.5833,-4,0,3
"CLE vs TOR",2023-06-03,"Samantha McCaul",TOR,0,0,0,0,2,27,1.5556,6,0,3
"CLE vs TOR",2023-06-03,"Emma Sherwood",TOR,0,0,0,0,6,37,1.5405,5,0,3
"CLE vs TOR",2023-06-03,"Grace Davey",TOR,0,0,0,0,0,5,1.4000,3,0,3
"CLE vs TOR",2023-06-03,"Piotr Makuch",TOR,0,0,0,0,1,27,1.7037,9,0,3
"CLE vs TOR",2023-06-03,"Robert Ali",TOR,3,1,3,4,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Matthew Bunn",TOR,4,1,2,4,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Joanne Lam",TOR,2,4,1,5,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Rebecca Hodder",TOR,0,0,1,0,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Stevie Vindua",TOR,10,3,10,6,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Noelle Starling",TOR,0,1,4,0,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Sarah Dykstra",TOR,0,0,4,0,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Devin Dutt",TOR,3,5,12,6,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Derek Taylor",TOR,1,3,4,5,0,11,1.6364,1,0,3
"CLE vs TOR",2023-06-03,"Cory Smithson",TOR,3,1,2,2,3,26,1.3846,2,1,3
"CLE vs TOR",2023-06-03,"Christos Kaldis",TOR,5,2,2,3,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Brittany Kahane",TOR,0,0,0,0,3,26,1.5385,3,0,3
"CLE vs TOR",2023-06-03,"Scott Rousseau",TOR,0,0,1,0,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Bryan Melchior",TOR,6,1,3,1,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Alexander Scherger",TOR,0,0,0,0,4,31,1.4839,5,0,3
"CLE vs TOR",2023-06-03,"Levi Medeiros",TOR,3,0,5,2,0,0,NULL,0,0,3
"CLE vs TOR",2023-06-03,"Savannah Campbell",TOR,0,0,0,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Miles Himmelmann",KC,0,2,1,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Brenna Duncan",KC,0,1,3,0,0,15,1.2000,-5,0,3
"SA vs KC",2023-06-03,"Vincent Reyes",KC,3,1,3,0,1,16,1.1875,-6,0,3
"SA vs KC",2023-06-03,"Brian McClannahan",KC,0,0,0,0,1,19,1.5789,-2,0,3
"SA vs KC",2023-06-03,"Cori Jobman",KC,0,0,0,0,0,8,1.3750,-3,0,3
"SA vs KC",2023-06-03,"Sena Morimoto",KC,5,8,3,1,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Billy Quach",KC,1,1,1,1,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Jackson Herdade",KC,0,0,0,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Bitzy Archibold",KC,4,3,2,2,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Riley Usami",KC,5,1,2,3,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Robbie Wallace",KC,1,5,2,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Talon Klimek",KC,0,0,0,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Keighlyn Johnson",KC,0,0,0,0,2,35,1.6000,-7,0,3
"SA vs KC",2023-06-03,"Dominic Krzmarzick",KC,0,0,0,0,4,13,1.4615,-4,0,3
"SA vs KC",2023-06-03,"Justin Dewick",KC,0,0,0,0,3,33,1.6667,-4,0,3
"SA vs KC",2023-06-03,"Lauren Curry",KC,0,0,0,0,2,23,1.6522,-1,0,3
"SA vs KC",2023-06-03,"Danny Rendon",KC,5,0,4,5,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Aaron Stout",KC,6,1,3,3,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Layla English",KC,0,0,0,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Zero Scarborough",KC,3,1,3,3,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Kristopher De La Fuente",SA,0,0,0,0,5,51,1.3922,9,0,3
"SA vs KC",2023-06-03,"Alyssa Villalba",SA,4,1,6,2,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Bradley Himes",SA,0,0,0,0,2,28,1.2500,5,0,3
"SA vs KC",2023-06-03,"Alex Vega",SA,0,0,0,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Luke Langlinais",SA,6,6,3,1,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Milena Sousa",SA,2,4,1,6,0,6,1.3333,2,0,3
"SA vs KC",2023-06-03,"David Avila",SA,7,6,4,3,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Carlos Prado",SA,3,1,1,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Matthew Blackwood",SA,3,1,0,1,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Jay Stewart",SA,12,4,2,7,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Catherine Hay",SA,1,2,2,2,0,1,1.0000,-1,0,3
"SA vs KC",2023-06-03,"Dilan Freeman",SA,5,1,1,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Riley Moehlmann",SA,2,0,0,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Maya Hinebaugh",SA,0,0,0,0,1,28,1.3929,7,0,3
"SA vs KC",2023-06-03,"David Rodriguez",SA,2,1,2,3,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Leo Rodriguez",SA,0,1,0,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"John Alvarez",SA,0,0,0,0,0,4,1.2500,-1,1,3
"SA vs KC",2023-06-03,"Javi Tijerina",SA,0,0,0,0,1,31,1.2903,6,0,3
"SA vs KC",2023-06-03,"Trevor Smith",SA,0,0,0,0,0,0,NULL,0,1,3
"SA vs KC",2023-06-03,"Terra Robinson",SA,0,0,1,0,0,0,NULL,0,0,3
"SA vs KC",2023-06-03,"Kyle Bryant",SA,0,0,0,0,4,19,1.0000,1,0,3
"WAS vs NYC",2023-06-03,"Annika Kim",NYC,1,0,0,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Frank Minson",NYC,3,0,3,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Leo Fried",NYC,6,3,1,4,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Jon Jackson",NYC,9,5,5,8,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Emily Hickmott",NYC,1,0,2,0,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Vincent Iannucci",NYC,3,1,2,2,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Molly Potter",NYC,4,3,8,3,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Tate Kay",NYC,0,0,1,0,1,34,1.7941,4,0,3
"WAS vs NYC",2023-06-03,"Devin Lee",NYC,0,0,0,0,4,32,1.7500,3,0,3
"WAS vs NYC",2023-06-03,"Jason Ng",NYC,0,0,0,0,2,16,1.7500,7,2,3
"WAS vs NYC",2023-06-03,"Christian Barnes",NYC,0,0,0,0,0,18,1.7222,0,0,3
"WAS vs NYC",2023-06-03,"Janko Gvozdenovic",NYC,3,3,1,9,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Phill Cain",NYC,0,0,0,0,5,28,1.7143,-1,0,3
"WAS vs NYC",2023-06-03,"Tessa Mullins",NYC,0,0,0,0,4,35,1.7714,6,0,3
"WAS vs NYC",2023-06-03,"Vincenzo Cicco",NYC,0,0,0,0,2,17,1.5294,3,0,3
"WAS vs NYC",2023-06-03,"Avery Olivar",NYC,1,0,2,2,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Michael Li",NYC,3,5,10,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Mohammed Haggag",NYC,0,0,2,3,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Zachary Armantrading",NYC,5,0,2,2,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Christopher Balasa",NYC,1,0,2,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Kerri Donnelly",NYC,0,0,0,0,0,12,1.5000,6,0,3
"WAS vs NYC",2023-06-03,"Bernardo Berges",WAS,0,0,0,0,4,27,0.8519,-2,0,3
"WAS vs NYC",2023-06-03,"Riley Starrs",WAS,0,7,5,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Julia Rankin",WAS,0,0,3,0,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Ali Iannucci",WAS,0,0,0,0,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Katryna Hicks",WAS,0,0,0,0,0,15,1.0667,0,0,3
"WAS vs NYC",2023-06-03,"Melissa Smith",WAS,0,0,0,0,0,26,1.0385,-7,0,3
"WAS vs NYC",2023-06-03,"Tai-Juan Generette",WAS,4,0,8,4,0,0,NULL,0,1,3
"WAS vs NYC",2023-06-03,"Robby May",WAS,0,0,0,0,1,14,1.0000,-1,0,3
"WAS vs NYC",2023-06-03,"Bryan Mulcahy",WAS,3,1,6,7,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Dale Farnan",WAS,0,2,5,8,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Rachel Heald",WAS,3,1,5,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Shane McConaghie",WAS,5,2,2,3,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"John Gaffigan",WAS,1,1,1,0,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Julianne Nuetzel",WAS,1,0,5,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Adrian Koretsky",WAS,0,0,0,0,3,31,1.0323,-2,0,3
"WAS vs NYC",2023-06-03,"David Littleton",WAS,1,3,6,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Robert Rice",WAS,0,0,0,0,1,21,1.0952,-5,0,3
"WAS vs NYC",2023-06-03,"Tyler Trudeau",WAS,2,1,4,3,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Julia Baer",WAS,1,0,3,3,1,6,0.8333,-1,0,3
"WAS vs NYC",2023-06-03,"Zan Siddiqui",WAS,1,0,2,1,0,0,NULL,0,0,3
"WAS vs NYC",2023-06-03,"Diana Howard",WAS,0,0,0,0,1,24,1.0000,-4,0,3
"WAS vs NYC",2023-06-03,"Cody Nardone",WAS,0,0,0,0,2,30,1.0000,-11,0,3
"BOS vs CLT",2023-06-10,"Athena Mayor",BOS,0,2,2,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Peter Lawrence",BOS,4,6,4,5,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Harry Greenhouse",BOS,2,5,0,3,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Tyler Beckmann",BOS,6,0,1,3,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Lulu Xu",BOS,0,0,0,0,4,31,1.6129,10,0,3
"BOS vs CLT",2023-06-10,"Kieran Collier",BOS,0,0,0,0,1,22,1.5909,2,0,3
"BOS vs CLT",2023-06-10,"Erin McCrady",BOS,0,0,0,0,2,24,1.5833,8,0,3
"BOS vs CLT",2023-06-10,"Taylor Crawford",BOS,13,4,2,4,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Emma Polen",BOS,1,0,1,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Carsen Olazaba",BOS,5,3,2,4,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Zach Doyle",BOS,8,8,0,6,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Jessica Lee",BOS,0,0,0,0,1,11,1.2727,2,0,3
"BOS vs CLT",2023-06-10,"Serena Monteiro",BOS,0,0,0,0,1,21,1.2381,6,0,3
"BOS vs CLT",2023-06-10,"William Andrews",BOS,0,0,0,0,1,16,1.8750,4,0,3
"BOS vs CLT",2023-06-10,"Leeanne Dillmann",BOS,0,0,0,0,1,28,1.4643,7,0,3
"BOS vs CLT",2023-06-10,"Morgan Bertram",BOS,3,0,0,1,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Gregory Bento",BOS,0,1,1,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Ian Scura",BOS,9,12,6,7,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"William Richardson",BOS,1,0,0,1,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Andrew Bittles",BOS,0,0,0,0,0,11,1.2727,3,0,3
"BOS vs CLT",2023-06-10,"Sierra Delk",BOS,1,1,0,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Tyrell Byrd",CLT,0,0,0,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Micki Haralson",CLT,0,0,1,0,0,17,1.4706,-4,0,3
"BOS vs CLT",2023-06-10,"Tony Bonadio",CLT,0,0,0,0,2,20,0.9000,-9,1,3
"BOS vs CLT",2023-06-10,"Matthew Shaw",CLT,0,0,1,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Jordi Sancho",CLT,1,0,1,0,0,4,1.2500,-4,0,3
"BOS vs CLT",2023-06-10,"Lauren Hirsch",CLT,0,0,0,0,0,22,0.9545,-7,0,3
"BOS vs CLT",2023-06-10,"Adelynn Morris",CLT,1,2,7,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Toby Jenkins",CLT,0,0,1,1,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Lee Hodge",CLT,4,10,6,2,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Ryan Davis",CLT,5,1,3,0,0,0,NULL,0,1,3
"BOS vs CLT",2023-06-10,"Celine Richard",CLT,0,0,0,0,2,43,1.1163,-11,0,3
"BOS vs CLT",2023-06-10,"Zachary Thompson",CLT,5,2,3,4,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Burl Womack",CLT,3,0,3,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Brandon Peterson",CLT,0,0,2,1,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Carynne White",CLT,0,0,1,1,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Mohamed-Yahia Monawar",CLT,2,3,1,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Melissa Ross",CLT,3,2,3,1,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Jared Woodard",CLT,2,2,2,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Braxton Hale",CLT,3,3,2,0,0,0,NULL,0,0,3
"BOS vs CLT",2023-06-10,"Joe Goldberg",CLT,0,0,0,0,3,27,1.0000,-4,0,3
"BOS vs CLT",2023-06-10,"Kody LaBauve",CLT,0,0,0,0,2,35,1.3714,-9,0,3
"LC vs AUS",2023-06-10,"Louis Sanchez",AUS,4,5,4,4,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Dylan Bottoms",AUS,3,2,0,4,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Daniel Williams",AUS,0,0,0,0,3,31,1.8710,15,0,3
"LC vs AUS",2023-06-10,"Kaci Erwin",AUS,0,3,1,1,0,22,1.6818,10,0,3
"LC vs AUS",2023-06-10,"Jenna Adams Tracy",AUS,5,1,0,1,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Josh Johnson",AUS,5,5,2,8,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Austin Villejo",AUS,6,2,1,1,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Purvi Mujumdar",AUS,0,0,0,0,3,16,1.8125,8,0,3
"LC vs AUS",2023-06-10,"Miguel Esparza",AUS,14,4,2,2,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Missy Ghoddossy",AUS,1,2,1,0,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Mark McQuage",AUS,0,2,0,1,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Sammy Garza",AUS,5,4,2,0,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Pierce Wilson",AUS,0,0,0,0,0,0,NULL,0,1,3
"LC vs AUS",2023-06-10,"Kyzer Polzin",AUS,0,0,0,0,2,14,1.7857,9,0,3
"LC vs AUS",2023-06-10,"Isabella Rios",AUS,0,0,0,0,2,18,1.7778,10,0,3
"LC vs AUS",2023-06-10,"Taylor Tracy",AUS,0,0,0,0,1,18,1.8333,8,0,3
"LC vs AUS",2023-06-10,"Michael Parada",AUS,2,3,0,6,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Augustine Monroe",AUS,5,3,0,2,0,0,NULL,0,1,3
"LC vs AUS",2023-06-10,"Mel Kite",AUS,3,2,2,2,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Jackson Johnson",AUS,0,0,0,0,6,27,1.7407,8,0,3
"LC vs AUS",2023-06-10,"Kasye Bevers",AUS,2,0,1,0,1,8,1.8750,4,0,3
"LC vs AUS",2023-06-10,"Gabi Lopez",LC,0,0,1,0,0,31,0.6129,-14,0,3
"LC vs AUS",2023-06-10,"Great Usiaphre",LC,6,1,8,2,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Mitchell Bauer",LC,0,0,0,0,0,0,NULL,0,1,3
"LC vs AUS",2023-06-10,"Sarah Stewart",LC,1,1,2,0,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Jose Reyes",LC,0,0,1,1,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Kyle Easter",LC,0,0,0,0,0,30,0.7000,-17,0,3
"LC vs AUS",2023-06-10,"Aaron Price",LC,0,0,0,0,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Jimmie Evans",LC,0,0,2,0,0,8,0.3750,-4,0,3
"LC vs AUS",2023-06-10,"Brandon Kubena",LC,0,4,8,2,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Jackson Vaughn",LC,0,0,0,0,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Hayden Boyes",LC,7,1,15,6,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Lisa Reisenauer",LC,1,0,4,0,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Chase Contreras",LC,2,1,3,2,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Caleigh Duvall",LC,0,0,0,0,0,28,0.6786,-14,0,3
"LC vs AUS",2023-06-10,"Ashton Butler",LC,0,3,4,1,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Ashton Jeanlewis",LC,0,3,2,1,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Carlos Elarba",LC,0,0,0,0,0,16,0.5625,-6,0,3
"LC vs AUS",2023-06-10,"Conner Mason",LC,0,0,0,0,1,30,0.5333,-13,0,3
"LC vs AUS",2023-06-10,"Katie Whitney",LC,0,0,0,0,0,0,NULL,0,0,3
"LC vs AUS",2023-06-10,"Alex Kinsel",LC,0,0,0,0,1,11,0.6364,-6,0,3
"MPLS vs DET",2023-06-10,"Thomas Weir",DET,2,0,2,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Jay Hartnett",DET,0,0,0,0,0,4,0.7500,-3,0,3
"MPLS vs DET",2023-06-10,"Gwen Pratt",DET,0,1,5,2,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Kaegan Maddelein",DET,4,4,0,2,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Marisa Wier",DET,0,0,0,0,2,26,1.0769,-3,0,3
"MPLS vs DET",2023-06-10,"Lukas Marklin",DET,3,0,1,1,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Ethan Wanous",DET,3,0,6,7,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Alex Mitchell",DET,2,2,2,1,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Brooke Smiley",DET,0,0,0,0,0,14,0.8571,-8,0,3
"MPLS vs DET",2023-06-10,"Ryan Hsu",DET,0,0,0,0,4,33,1.3636,-1,0,3
"MPLS vs DET",2023-06-10,"Julien Theuerkauf",DET,6,3,6,3,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"David Banas",DET,0,0,1,0,1,9,1.4444,3,0,3
"MPLS vs DET",2023-06-10,"Lyndsey Smeyers",DET,0,1,3,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Brian Flahie",DET,0,0,0,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Nathan Feidner",DET,0,1,1,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"David Wier",DET,0,0,0,0,2,19,0.8947,-7,0,3
"MPLS vs DET",2023-06-10,"Rob Butler",DET,0,0,2,1,0,4,0.7500,-3,0,3
"MPLS vs DET",2023-06-10,"Dustin Minnick",DET,0,0,0,0,0,7,0.8571,-5,0,3
"MPLS vs DET",2023-06-10,"Amanda Margolis",DET,0,1,2,1,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Rick Wasser",DET,2,0,2,2,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Rei Brodeur",DET,0,0,0,0,2,28,1.4643,1,0,3
"MPLS vs DET",2023-06-10,"Ben Zimet",MPLS,2,4,5,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Nathan Podolsky",MPLS,0,0,0,0,1,33,1.7576,10,0,3
"MPLS vs DET",2023-06-10,"Emily Sveda",MPLS,1,1,4,2,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Ben Schlueter",MPLS,0,0,0,0,6,28,1.7500,10,0,3
"MPLS vs DET",2023-06-10,"Zeke Majeske",MPLS,1,0,1,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Joe Goulet",MPLS,2,1,3,3,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Jack Sellner",MPLS,0,0,0,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Addie Sobczak",MPLS,0,0,1,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Joe Blanchard",MPLS,0,0,0,0,4,41,1.4146,0,0,3
"MPLS vs DET",2023-06-10,"Meredith McDowell",MPLS,0,0,0,0,1,2,2.0000,0,0,3
"MPLS vs DET",2023-06-10,"Terry Carlson",MPLS,3,1,1,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Matt Bessard",MPLS,2,0,1,1,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Alexander Obanor",MPLS,7,5,2,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Anna Nelson",MPLS,0,0,0,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Max Meier",MPLS,10,2,5,7,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Sydney Stommes",MPLS,1,1,1,2,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Samantha Schwartz",MPLS,1,0,2,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Mike Devine",MPLS,1,1,1,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Cassandra Evans",MPLS,0,0,0,0,0,0,NULL,0,0,3
"MPLS vs DET",2023-06-10,"Henry Baer-Benson",MPLS,2,2,0,6,0,0,NULL,0,3,3
"MPLS vs DET",2023-06-10,"Cody Narveson",MPLS,0,0,0,0,2,40,1.4250,-2,0,3
"NO vs SA",2023-06-17,"Carter Shields",NO,1,0,0,1,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Marcellus Lewis",NO,2,4,4,4,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Griffin Parr",NO,0,0,0,0,2,9,1.4444,-3,0,3
"NO vs SA",2023-06-17,"Sarah Yanofsky",NO,1,0,3,1,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Michael Sanders",NO,0,0,0,0,2,12,1.3333,-3,0,3
"NO vs SA",2023-06-17,"Dylan DeLee",NO,1,0,5,1,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Tj Goaley",NO,1,0,0,1,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Charlton Tramel",NO,10,3,4,4,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Jason Plain",NO,0,0,0,0,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Alex Pucciarelli",NO,0,0,0,0,2,42,1.6667,4,0,3
"NO vs SA",2023-06-17,"Josh Mansfield",NO,0,0,0,0,7,55,1.6909,8,0,3
"NO vs SA",2023-06-17,"Veronica Spicer",NO,1,0,1,1,0,0,NULL,0,0,3
"NO vs SA",2023-06-17,"Sarah Kneiling",NO,0,0,0,0,0,31,1.4839,-6,0,3
"NO vs SA",2023-06-17,"Nicholas Savino",NO,1,0,4,1,0,0,NULL,0,0,3
